Содержание,Сервис,Приоритет,Статус,Функциональная группа,Крайний срок,Дата обращения,Тип обращения на момент подачи,Тип обращения итоговый,Решение             ,Тип переклассификации,Дата восстановления,Дата закрытия обращения,Критичность,Влияние,Система,Место,range_time,time_to_solve,koef,numeric_sod,numeric_ans
Настройка/Консультация /Техническое обслуживание,Сервис18,0,1,15,2018-01-31 07:51:00,2018-01-26 05:47:00,0,0,"Добрый день!
В текущем релизе Система18 реализована функция создания новой редакции текущего договора/ДС для дальнейшего внесения исправлений.
В режиме ""Сведения договора"" - ""Редакции/Версии договора"" для Вашего договора создана новая редакция в статусе Проект, в которую возможно внести все необходимые изменения.
Вход и редактирование осуществляется по нажатию значка ""Карандаш"".
Далее, необходимо заполнить поле ""Основание внесения исправлений"", указав там причину внесения изменений и затем уже вносить требуемые изменения.
Переход между пунктами осуществляется аналогично, как и при первичной регистрации договора/ДС, посредством нажатия кнопки ""Далее"".
После заполнения необходимо, также зарегистрировать договор/ДС и осуществить отправку в Сервис22. Реестровый номер не изменится.

При наличии дополнительных вопросов, просьба перезвонить по тел. **********",0,2018-01-26 06:25,2018-01-26 08:16:00,2,0,14,40,2.4833333333333334,122.06666666666666,0,514,466
Заблокировать учетную запись пользователя Система21,Сервис21,1,1,36,2018-01-31 07:51:00,2018-01-26 05:47:00,0,0,заблокирована,0,2018-01-26 05:56,2018-02-02 07:52:00,1,0,3,41,170.08333333333334,122.06666666666666,0,323,1470
Устранение ошибки,Сервис12,1,1,15,2018-01-26 13:49:00,2018-01-26 05:49:00,0,0,"Выполнена проверка, необходимые права есть, консультация по телефону.",0,2018-01-26 06:21,2018-01-26 06:28:00,1,1,25,42,0.65,8.0,1,1109,265
Контроль ПУ. Заявка на доступ к портам.,Сервис2,0,1,28,2018-02-04 14:36:00,2018-01-26 05:53:00,0,0,Доступ предоставлен согласно заявке,0,2018-02-03 10:26,2018-02-10 11:45:00,0,0,11,27,365.8666666666667,224.71666666666667,0,495,642
"Заявка № ***********, *******************",Сервис158,0,1,30,2018-01-31 07:51:00,2018-01-26 05:55:00,0,0,Доступ предоставлен,0,2018-01-26 06:03,2018-02-02 07:52:00,0,0,22,2,169.95,121.93333333333334,0,458,626
(А) Отключение учетной записи,Сервис92,1,1,37,2018-01-31 07:51:00,2018-01-26 05:57:00,0,0,Добрый день. Пользователь удален.,0,2018-01-28 14:05,2018-02-07 07:38:00,1,0,26,43,289.68333333333334,121.9,0,70,498
Настройка ЭП в Сервис22,Сервис22,0,1,24,2018-01-31 07:51:00,2018-01-26 05:59:00,0,0,Права предоставлены.,0,2018-01-26 14:17,2018-02-02 15:34:00,3,0,17,44,177.58333333333334,121.86666666666666,0,510,1094
Настройка ЭП в Сервис22,Сервис22,0,1,24,2018-01-31 07:51:00,2018-01-26 06:01:00,0,0,Права предоставлены согласно ОРД.,0,2018-01-26 14:27,2018-02-03 06:46:00,3,0,17,44,192.75,121.83333333333333,0,510,1093
Сообщить об ошибке/неисправности Система18,Сервис18,0,1,15,2018-01-28 12:36:00,2018-01-26 06:03:00,0,0,"Добрый день!
В текущем релизе Система18 реализована функция создания новой редакции текущего договора/ДС для дальнейшего внесения исправлений.
В режиме ""Сведения договора"" - ""Редакции/Версии договора"" для Вашего договора создана новая редакция в статусе Проект, в которую возможно внести все необходимые изменения.
Вход и редактирование осуществляется по нажатию значка ""Карандаш"".
Далее, необходимо заполнить поле ""Основание внесения исправлений"", указав там причину внесения изменений и затем уже вносить требуемые изменения.
Переход между пунктами осуществляется аналогично, как и при первичной регистрации договора/ДС, посредством нажатия кнопки ""Далее"".
После заполнения необходимо, также зарегистрировать договор/ДС и осуществить отправку в Сервис22. Реестровый номер не изменится.

При наличии дополнительных вопросов, просьба перезвонить по тел. **********",0,2018-01-26 06:11,2018-02-02 07:52:00,2,0,14,12,169.81666666666666,54.55,0,1070,466
Контроль ПУ. Заявка на доступ к портам.,Сервис2,0,1,28,2018-02-04 14:36:00,2018-01-26 06:05:00,0,0,Доступ предоставлен согласно заявке,0,2018-02-03 10:30,2018-02-10 11:52:00,0,0,11,27,365.78333333333336,224.51666666666668,0,495,642
Изменение состава группы,Сервис7,1,1,8,2018-01-31 07:51:00,2018-01-26 06:10:00,0,0,"""В соответствии с п.********   Регламента  взаимодействия и   с письмом********** (см. вложение) с **.**.**** управление группами безопасности Система7 (создание, изменение,
удаление, управление составом групп), относящимися к региональным ИТ-системам, а также группами безопасности Система7, связанными с предоставлением доступа к файловым ресурсам, ресурсам печати находится в
зоне ответственности администраторов информационной безопасности данных ИТ-систем и ИТ-специалистов территориального учреждения, отвечающих за управление данными ресурсами""

В случае если у специалистов ОТС отсутствуют необходимые права на объекты Система7, необходимо  инициировать запрос на делегирование прав, в соответствии с п. *********",0,2018-01-27 04:40,2018-02-03 07:52:00,1,0,0,9,193.7,121.68333333333334,0,472,24
Необходимо разблокировать учетную запись пользователя домена,Сервис7,1,1,7,2018-01-31 07:51:00,2018-01-26 06:10:00,0,0,Исполнено,0,2018-01-27 01:20,2018-02-03 07:52:00,1,1,0,4,193.7,121.68333333333334,1,553,829
Привязка принтеров/МФУ к пользователю,Сервис25,0,1,28,2018-01-31 07:51:00,2018-01-26 06:12:00,0,0,выполнено,0,2018-01-28 06:44,2018-02-04 08:19:00,0,0,18,45,218.11666666666667,121.65,0,773,1441
Дистанционные курсы/тесты,Сервис36,0,1,38,2018-01-31 07:51:00,2018-01-26 06:12:00,0,0,Добрый день! Возможно курс случайно был завершен. Курс назначен Вам повторно для прохождения теста,0,2018-01-26 10:09,2018-02-02 11:25:00,0,0,27,46,173.21666666666667,121.65,0,314,475
Настройка ЭП в Сервис22,Сервис22,0,1,24,2018-01-31 07:51:00,2018-01-26 06:16:00,0,0,Права предоставлены.,0,2018-01-26 15:25,2018-01-26 15:31:00,3,0,17,47,9.25,121.58333333333333,0,510,1094
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,0,1,8,2018-01-28 06:36:00,2018-01-26 06:16:00,0,0,Работы по обращению выполнены,0,2018-01-27 02:10,2018-02-03 07:52:00,3,0,15,48,193.6,48.333333333333336,0,374,1167
разблокировка УЗ REGION\*****,Сервис7,1,1,0,2018-01-31 07:51:00,2018-01-26 06:16:00,0,0," Выполнена разблокировка УЗ Ne_boSS\ ********       Пользователь идентифицирован, причина блокировки пользователю не ясна",0,2018-01-26 06:16,2018-02-02 07:52:00,1,1,0,42,169.6,121.58333333333333,1,1237,12
Разблокировать УЗ NE_BOSS\******,Сервис7,1,1,0,2018-01-31 07:51:00,2018-01-26 06:17:00,0,0,"Разблокирована УЗ NE_BOSS\**********. Пользователь ***************** идентифицирован, тел. Успешный вход выполнен.",0,2018-01-26 06:17,2018-01-26 07:49:00,1,1,0,49,1.5333333333333334,121.56666666666666,1,810,1171
Консультация,АРМ,0,1,39,2018-01-31 07:51:00,2018-01-26 06:18:00,0,0,Оказана консультация по выбору из выпадающего списка в файле Excel,0,2018-01-26 07:35,2018-01-26 10:19:00,0,0,1,50,4.016666666666667,121.55,0,475,914
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,0,1,8,2018-01-31 07:51:00,2018-01-26 06:18:00,0,0,Работы по обращению выполнены,0,2018-01-26 07:38,2018-02-02 08:59:00,3,0,15,38,170.68333333333334,121.55,0,374,1167
Настройка/Консультация /Техническое обслуживание,Сервис18,0,1,15,2018-01-31 07:51:00,2018-01-26 06:20:00,0,0,"Для решения вашего обращения создана новая версия договора в статусе ""проект"". Вам необходимо войти в договор нажав на «Сведения договора» найти на вкладке «Редакции/Версии договора» строку «проект и нажать Редактировать». В этой версии Вы вносите все исправления и заполняете обязательные поля, помеченный красной звездочкой. Регистрируете договор.",0,2018-01-27 09:45,2018-02-03 11:01:00,2,0,14,51,196.68333333333334,121.51666666666667,0,514,458
